"pitcher1","pitcher2","similarity"
"Hyun-Jin Ryu","Wade Miley",1.05924292551765
"Matt Boyd","Wade Miley",1.03555868216058
"Patrick Corbin","Wade Miley",0.868667158297222
"Steven Matz","Wade Miley",1.22971384504826
"James Paxton","Wade Miley",1.11222189835044
"Dallas Keuchel","Wade Miley",1.21869419208722
"Robbie Ray","Wade Miley",0.970179162255449
"Eduardo Rodriguez","Wade Miley",1.17443273753602
"Daniel Norris","Wade Miley",0.708128982747746
"Blake Snell","Wade Miley",0.836434635807072
"Adalberto Mejia","Wade Miley",0.746539279178106
"Carlos Rodon","Wade Miley",0.932630803149445
"Kyle Freeland","Wade Miley",1.14661747993116
"Sean Manaea","Wade Miley",1.53585201504506
"Jordan Montgomery","Wade Miley",0.680154402045579
"Sean Newcomb","Wade Miley",0.959858086125396
"Ariel Miranda","Wade Miley",1.04785122900215
"Jason Vargas","Wade Miley",1.59122880155036
"Ty Blach","Wade Miley",1.21348498393743
"Alex Wood","Wade Miley",1.0554717854926
"Hector Santiago","Wade Miley",1.05356567848803
"CC Sabathia","Jose Quintana",0.767847021688363
"Cole Hamels","Jose Quintana",1.20857114198982
"Francisco Liriano","Jose Quintana",1.17611564285221
"Rich Hill","Jose Quintana",1.61050469880368
"Jaime Garcia","Jose Quintana",1.13655644305216
"Jon Lester","Jose Quintana",0.913319604705791
"Clayton Richard","Jose Quintana",1.75489469354862
"David Price","Jose Quintana",1.18495411125227
"J. A. Happ","Jose Quintana",1.19629860911656
"Gio Gonzalez","Jose Quintana",1.11075336182603
"Travis Wood","Jose Quintana",1.12401116019582
"Clayton Kershaw","Jose Quintana",1.44654005380246
"Wade Miley","Jose Quintana",0.821574793736943
"Jose Quintana","Jose Quintana",0
"Derek Holland","Jose Quintana",0.913056539508068
"Madison Bumgarner","Jose Quintana",0.876946017149223
"Danny Duffy","Jose Quintana",0.785609787053698
"Matt Moore","Jose Quintana",1.11183691094523
"Drew Pomeranz","Jose Quintana",1.25198688750662
"Chris Sale","Jose Quintana",1.16615701437191
"Martin Perez","Jose Quintana",1.26642699494971
"Adam Conley","Jose Quintana",1.55774114482289
"Mike Montgomery","Jose Quintana",0.967089098489814
"Hyun-Jin Ryu","Jose Quintana",1.31229944801397
"Matt Boyd","Jose Quintana",1.07584158839064
"Patrick Corbin","Jose Quintana",0.850325511209745
"Steven Matz","Jose Quintana",1.1012401082089
"James Paxton","Jose Quintana",1.04860411169884
"Dallas Keuchel","Jose Quintana",1.16588403362256
"Robbie Ray","Jose Quintana",1.01081882230773
"Eduardo Rodriguez","Jose Quintana",1.34237255020751
"Daniel Norris","Jose Quintana",1.032771903676
"Blake Snell","Jose Quintana",1.03963258084612
"Adalberto Mejia","Jose Quintana",0.924371385229036
"Carlos Rodon","Jose Quintana",0.916231360667327
"Kyle Freeland","Jose Quintana",1.27871555347378
"Sean Manaea","Jose Quintana",1.65311260782442
"Jordan Montgomery","Jose Quintana",0.864916443071709
"Sean Newcomb","Jose Quintana",0.718599644892722
"Ariel Miranda","Jose Quintana",1.28740913893023
"Jason Vargas","Jose Quintana",1.68710933715029
"Ty Blach","Jose Quintana",1.59022895023666
"Alex Wood","Jose Quintana",1.2176947669221
"Hector Santiago","Jose Quintana",1.39662777385868
"CC Sabathia","Derek Holland",0.873271918453903
"Cole Hamels","Derek Holland",0.969405887747008
"Francisco Liriano","Derek Holland",0.886099359428867
"Rich Hill","Derek Holland",1.73336403006751
"Jaime Garcia","Derek Holland",1.11545748967221
"Jon Lester","Derek Holland",0.807398501454941
"Clayton Richard","Derek Holland",1.33646586464255
"David Price","Derek Holland",1.11355407508212
"J. A. Happ","Derek Holland",1.09135007659209
"Gio Gonzalez","Derek Holland",1.15311246844993
"Travis Wood","Derek Holland",1.20624242180314
"Clayton Kershaw","Derek Holland",1.71573984848724
"Wade Miley","Derek Holland",0.927482517964705
"Jose Quintana","Derek Holland",0.913056539508068
"Derek Holland","Derek Holland",0
"Madison Bumgarner","Derek Holland",0.865657689887482
"Danny Duffy","Derek Holland",0.940992774403415
"Matt Moore","Derek Holland",1.00536200097363
"Drew Pomeranz","Derek Holland",1.45737424090838
"Chris Sale","Derek Holland",1.11680820640395
"Martin Perez","Derek Holland",1.0826768825531
"Adam Conley","Derek Holland",1.12817759007623
"Mike Montgomery","Derek Holland",0.862765913111458
"Hyun-Jin Ryu","Derek Holland",1.05570175019425
"Matt Boyd","Derek Holland",0.851449344122251
"Patrick Corbin","Derek Holland",0.614291914653173
"Steven Matz","Derek Holland",1.06239450049926
"James Paxton","Derek Holland",1.25777836080334
"Dallas Keuchel","Derek Holland",1.03918834514457
"Robbie Ray","Derek Holland",0.906245029497682
"Eduardo Rodriguez","Derek Holland",1.13371543603492
"Daniel Norris","Derek Holland",1.1548468538094
"Blake Snell","Derek Holland",1.37898017795168
"Adalberto Mejia","Derek Holland",0.908392905468822
"Carlos Rodon","Derek Holland",0.998274085348711
"Kyle Freeland","Derek Holland",0.985699240336448
"Sean Manaea","Derek Holland",1.24865392718751
"Jordan Montgomery","Derek Holland",0.781404658573217
"Sean Newcomb","Derek Holland",1.19507280024612
"Ariel Miranda","Derek Holland",1.1020000028897
"Jason Vargas","Derek Holland",1.51752172727402
"Ty Blach","Derek Holland",1.2452520281797
"Alex Wood","Derek Holland",0.997751674767883
"Hector Santiago","Derek Holland",1.23647148649755
"CC Sabathia","Madison Bumgarner",0.923020995811998
"Cole Hamels","Madison Bumgarner",0.907108658748257
"Francisco Liriano","Madison Bumgarner",1.06419430995746
"Rich Hill","Madison Bumgarner",1.75614074565632
"Jaime Garcia","Madison Bumgarner",0.974918348264021
"Jon Lester","Madison Bumgarner",0.442931980519021
"Clayton Richard","Madison Bumgarner",1.50042451744802
"David Price","Madison Bumgarner",1.08669374430992
"J. A. Happ","Madison Bumgarner",1.10237490465454
"Gio Gonzalez","Madison Bumgarner",1.32125194376693
"Travis Wood","Madison Bumgarner",0.928114488253918
"Clayton Kershaw","Madison Bumgarner",1.19849080462161
"Wade Miley","Madison Bumgarner",0.801906393999877
"Jose Quintana","Madison Bumgarner",0.876946017149223
"Derek Holland","Madison Bumgarner",0.865657689887482
"Madison Bumgarner","Madison Bumgarner",0
"Danny Duffy","Madison Bumgarner",0.962138331793596
"Matt Moore","Madison Bumgarner",0.939428855023313
"Drew Pomeranz","Madison Bumgarner",1.36077149008819
"Chris Sale","Madison Bumgarner",1.40846821677365
"Martin Perez","Madison Bumgarner",1.11706850027923
"Adam Conley","Madison Bumgarner",1.2501326992145
"Mike Montgomery","Madison Bumgarner",1.01250053594703
"Hyun-Jin Ryu","Madison Bumgarner",1.0512763609671
"Matt Boyd","Madison Bumgarner",1.0123103195063
"Patrick Corbin","Madison Bumgarner",0.943598633980837
"Steven Matz","Madison Bumgarner",1.2111999532152
"James Paxton","Madison Bumgarner",1.20286094263015
"Dallas Keuchel","Madison Bumgarner",0.979034815600099
"Robbie Ray","Madison Bumgarner",0.966740779394088
"Eduardo Rodriguez","Madison Bumgarner",1.13789392555097
"Daniel Norris","Madison Bumgarner",0.975415555772455
"Blake Snell","Madison Bumgarner",1.13032083040123
"Adalberto Mejia","Madison Bumgarner",1.0212787451273
"Carlos Rodon","Madison Bumgarner",0.975049754937886
"Kyle Freeland","Madison Bumgarner",1.15874122813991
"Sean Manaea","Madison Bumgarner",1.3954295445398
"Jordan Montgomery","Madison Bumgarner",0.914789792741663
"Sean Newcomb","Madison Bumgarner",1.14912690296932
"Ariel Miranda","Madison Bumgarner",1.29943209458675
"Jason Vargas","Madison Bumgarner",1.51772939822641
"Ty Blach","Madison Bumgarner",1.30842776430028
"Alex Wood","Madison Bumgarner",1.1979790569432
"Hector Santiago","Madison Bumgarner",1.22523804348764
"CC Sabathia","Danny Duffy",0.757831687539418
"Cole Hamels","Danny Duffy",0.924756492288157
"Francisco Liriano","Danny Duffy",0.822085848551443
"Rich Hill","Danny Duffy",1.89701270749965
"Jaime Garcia","Danny Duffy",1.00424768140405
"Jon Lester","Danny Duffy",0.96758840826196
"Clayton Richard","Danny Duffy",1.55880894956598
"David Price","Danny Duffy",1.03962067099635
"J. A. Happ","Danny Duffy",1.10834253054952
"Gio Gonzalez","Danny Duffy",1.18474720531654
"Travis Wood","Danny Duffy",1.0339707683423
"Clayton Kershaw","Danny Duffy",1.66131966158844
"Wade Miley","Danny Duffy",0.742723766345061
"Jose Quintana","Danny Duffy",0.785609787053698
"Derek Holland","Danny Duffy",0.940992774403415
"Madison Bumgarner","Danny Duffy",0.962138331793596
"Danny Duffy","Danny Duffy",0
"Matt Moore","Danny Duffy",0.917653358398529
"Drew Pomeranz","Danny Duffy",1.41948419196193
"Chris Sale","Danny Duffy",1.1285042133773
"Martin Perez","Danny Duffy",1.03692574568798
"Adam Conley","Danny Duffy",1.25547930327909
"Mike Montgomery","Danny Duffy",1.11299720679549
"Hyun-Jin Ryu","Danny Duffy",1.16026816152829
"Matt Boyd","Danny Duffy",0.950634043734863
"Patrick Corbin","Danny Duffy",0.708052146911594
"Steven Matz","Danny Duffy",1.19145294630281
"James Paxton","Danny Duffy",1.13237212227226
"Dallas Keuchel","Danny Duffy",1.15735148043493
"Robbie Ray","Danny Duffy",0.968243089680062
"Eduardo Rodriguez","Danny Duffy",1.06613328139374
"Daniel Norris","Danny Duffy",0.874441403667384
"Blake Snell","Danny Duffy",0.897195287318923
"Adalberto Mejia","Danny Duffy",0.658339753437197
"Carlos Rodon","Danny Duffy",0.703257456849051
"Kyle Freeland","Danny Duffy",1.14799757166143
"Sean Manaea","Danny Duffy",1.38895539366138
"Jordan Montgomery","Danny Duffy",0.677542433286373
"Sean Newcomb","Danny Duffy",0.942459500210377
"Ariel Miranda","Danny Duffy",1.12602370891765
"Jason Vargas","Danny Duffy",1.64840872377644
"Ty Blach","Danny Duffy",1.34125531368324
"Alex Wood","Danny Duffy",0.84982621277687
"Hector Santiago","Danny Duffy",1.17766220284658
"CC Sabathia","Matt Moore",1.14014901314606
"Cole Hamels","Matt Moore",0.665481867027247
"Francisco Liriano","Matt Moore",0.880809785452047
"Rich Hill","Matt Moore",2.11769981735417
"Jaime Garcia","Matt Moore",0.890782040932705
"Jon Lester","Matt Moore",0.920795125503163
"Clayton Richard","Matt Moore",1.22378927146273
"David Price","Matt Moore",0.796071802128407
"J. A. Happ","Matt Moore",0.871817833112599
"Gio Gonzalez","Matt Moore",1.04498962607371
"Travis Wood","Matt Moore",1.30057229015644
"Clayton Kershaw","Matt Moore",1.68262196200849
"Wade Miley","Matt Moore",0.881673849230792
"Jose Quintana","Matt Moore",1.11183691094523
"Derek Holland","Matt Moore",1.00536200097363
"Madison Bumgarner","Matt Moore",0.939428855023313
"Danny Duffy","Matt Moore",0.917653358398529
"Matt Moore","Matt Moore",0
"Drew Pomeranz","Matt Moore",1.78455171001975
"Chris Sale","Matt Moore",1.19959508683458
"Martin Perez","Matt Moore",0.740078856565216
"Adam Conley","Matt Moore",0.743140001764311
"Mike Montgomery","Matt Moore",0.954193169143255
"Hyun-Jin Ryu","Matt Moore",1.02599832929044
"Matt Boyd","Matt Moore",0.794356954775324
"Patrick Corbin","Matt Moore",1.04485611313074
"Steven Matz","Matt Moore",0.880619454892818
"James Paxton","Matt Moore",1.0983269338203
"Dallas Keuchel","Matt Moore",1.18421521772467
"Robbie Ray","Matt Moore",1.05976507559494
"Eduardo Rodriguez","Matt Moore",0.854091650388062
"Daniel Norris","Matt Moore",1.00933018095752
"Blake Snell","Matt Moore",1.15880161787985
"Adalberto Mejia","Matt Moore",0.725946224637709
"Carlos Rodon","Matt Moore",0.856226550560769
"Kyle Freeland","Matt Moore",1.07329766211978
"Sean Manaea","Matt Moore",1.03450954249162
"Jordan Montgomery","Matt Moore",0.930408142703346
"Sean Newcomb","Matt Moore",1.05828858824438
"Ariel Miranda","Matt Moore",0.763142452875237
"Jason Vargas","Matt Moore",1.46970727071998
"Ty Blach","Matt Moore",0.812001515231916
"Alex Wood","Matt Moore",0.579612982108242
"Hector Santiago","Matt Moore",0.781185440209776
"CC Sabathia","Drew Pomeranz",1.56380379168
"Cole Hamels","Drew Pomeranz",1.7959704450449
"Francisco Liriano","Drew Pomeranz",1.82536902486381
"Rich Hill","Drew Pomeranz",1.20195503759157
"Jaime Garcia","Drew Pomeranz",1.82393373800785
"Jon Lester","Drew Pomeranz",1.36022579517774
"Clayton Richard","Drew Pomeranz",2.24572947880054
"David Price","Drew Pomeranz",1.92533787639526
"J. A. Happ","Drew Pomeranz",1.99227766302387
"Gio Gonzalez","Drew Pomeranz",1.59053096091774
"Travis Wood","Drew Pomeranz",1.72407914503758
"Clayton Kershaw","Drew Pomeranz",1.43313701722958
"Wade Miley","Drew Pomeranz",1.37801081359206
"Jose Quintana","Drew Pomeranz",1.25198688750662
"Derek Holland","Drew Pomeranz",1.45737424090838
"Madison Bumgarner","Drew Pomeranz",1.36077149008819
"Danny Duffy","Drew Pomeranz",1.41948419196193
"Matt Moore","Drew Pomeranz",1.78455171001975
"Drew Pomeranz","Drew Pomeranz",0
"Chris Sale","Drew Pomeranz",1.71905847756967
"Martin Perez","Drew Pomeranz",2.0048415855032
"Adam Conley","Drew Pomeranz",2.1659292971031
"Mike Montgomery","Drew Pomeranz",1.36747082360544
"Hyun-Jin Ryu","Drew Pomeranz",1.68086595921188
"Matt Boyd","Drew Pomeranz",1.87210445401824
"Patrick Corbin","Drew Pomeranz",1.2274295842797
"Steven Matz","Drew Pomeranz",1.69847639111802
"James Paxton","Drew Pomeranz",1.35302224197401
"Dallas Keuchel","Drew Pomeranz",1.81137563476634
"Robbie Ray","Drew Pomeranz",1.09567755555039
"Eduardo Rodriguez","Drew Pomeranz",2.07072821397097
"Daniel Norris","Drew Pomeranz",1.37846652901001
"Blake Snell","Drew Pomeranz",1.627398524597
"Adalberto Mejia","Drew Pomeranz",1.76238697406436
"Carlos Rodon","Drew Pomeranz",1.69248525468691
"Kyle Freeland","Drew Pomeranz",1.98354471730112
"Sean Manaea","Drew Pomeranz",2.22253569309196
"Jordan Montgomery","Drew Pomeranz",1.25894548655985
"Sean Newcomb","Drew Pomeranz",1.08815845412095
"Ariel Miranda","Drew Pomeranz",1.98848726868411
"Jason Vargas","Drew Pomeranz",2.06317181288933
"Ty Blach","Drew Pomeranz",2.16439549906074
"Alex Wood","Drew Pomeranz",1.8832506673829
"Hector Santiago","Drew Pomeranz",2.11260104071019
"CC Sabathia","Chris Sale",1.03952736072049
"Cole Hamels","Chris Sale",1.15732764940631
"Francisco Liriano","Chris Sale",0.938767355735703
"Rich Hill","Chris Sale",1.96184612786453
"Jaime Garcia","Chris Sale",1.17098936056446
"Jon Lester","Chris Sale",1.32586014262589
"Clayton Richard","Chris Sale",1.28379833571967
"David Price","Chris Sale",1.08137463749545
"J. A. Happ","Chris Sale",1.43356816543954
"Gio Gonzalez","Chris Sale",1.25327096717295
"Travis Wood","Chris Sale",1.82522681090636
"Clayton Kershaw","Chris Sale",2.26653286161041
"Wade Miley","Chris Sale",1.35342188282971
"Jose Quintana","Chris Sale",1.16615701437191
"Derek Holland","Chris Sale",1.11680820640395
"Madison Bumgarner","Chris Sale",1.40846821677365
"Danny Duffy","Chris Sale",1.1285042133773
"Matt Moore","Chris Sale",1.19959508683458
"Drew Pomeranz","Chris Sale",1.71905847756967
"Chris Sale","Chris Sale",0
"Martin Perez","Chris Sale",0.980218172676243
"Adam Conley","Chris Sale",1.49770983657655
"Mike Montgomery","Chris Sale",0.892961272494413
"Hyun-Jin Ryu","Chris Sale",1.48805379955212
"Matt Boyd","Chris Sale",1.07177388830697
"Patrick Corbin","Chris Sale",0.964666876171518
"Steven Matz","Chris Sale",0.871504161902325
"James Paxton","Chris Sale",1.29939429801228
"Dallas Keuchel","Chris Sale",1.20013416358836
"Robbie Ray","Chris Sale",1.35888560038223
"Eduardo Rodriguez","Chris Sale",1.37899866384658
"Daniel Norris","Chris Sale",1.26786316610057
"Blake Snell","Chris Sale",1.74937316622527
"Adalberto Mejia","Chris Sale",1.29170573946801
"Carlos Rodon","Chris Sale",1.19583701035584
"Kyle Freeland","Chris Sale",1.23757872697568
"Sean Manaea","Chris Sale",1.32301666818466
"Jordan Montgomery","Chris Sale",1.3655091003366
"Sean Newcomb","Chris Sale",1.2737426544444
"Ariel Miranda","Chris Sale",1.66587705970994
"Jason Vargas","Chris Sale",1.86369021154407
"Ty Blach","Chris Sale",1.54278858869212
"Alex Wood","Chris Sale",0.998786185768926
"Hector Santiago","Chris Sale",1.72536570112532
"CC Sabathia","Martin Perez",1.1122310803322
"Cole Hamels","Martin Perez",0.569473778719257
"Francisco Liriano","Martin Perez",0.612585489494743
"Rich Hill","Martin Perez",2.39403082847396
"Jaime Garcia","Martin Perez",0.758570462869879
"Jon Lester","Martin Perez",1.07062711706281
"Clayton Richard","Martin Perez",0.948995073219998
"David Price","Martin Perez",0.659258235682363
"J. A. Happ","Martin Perez",0.760798110345664
"Gio Gonzalez","Martin Perez",1.06613081022711
"Travis Wood","Martin Perez",1.48262274351458
"Clayton Kershaw","Martin Perez",1.95487275571746
"Wade Miley","Martin Perez",1.09337234720902
"Jose Quintana","Martin Perez",1.26642699494971
"Derek Holland","Martin Perez",1.0826768825531
"Madison Bumgarner","Martin Perez",1.11706850027923
"Danny Duffy","Martin Perez",1.03692574568798
"Matt Moore","Martin Perez",0.740078856565216
"Drew Pomeranz","Martin Perez",2.0048415855032
"Chris Sale","Martin Perez",0.980218172676243
"Martin Perez","Martin Perez",0
"Adam Conley","Martin Perez",0.896258548052542
"Mike Montgomery","Martin Perez",0.906208013484349
"Hyun-Jin Ryu","Martin Perez",1.29060245444792
"Matt Boyd","Martin Perez",0.820095530203036
"Patrick Corbin","Martin Perez",1.04587098285975
"Steven Matz","Martin Perez",0.594968391780734
"James Paxton","Martin Perez",1.2602677704849
"Dallas Keuchel","Martin Perez",1.10713290759046
"Robbie Ray","Martin Perez",1.29386866988201
"Eduardo Rodriguez","Martin Perez",0.749223875137956
"Daniel Norris","Martin Perez",1.08687694276611
"Blake Snell","Martin Perez",1.15500263485639
"Adalberto Mejia","Martin Perez",0.839359049519488
"Carlos Rodon","Martin Perez",0.834173668975137
"Kyle Freeland","Martin Perez",0.760049298260314
"Sean Manaea","Martin Perez",0.811627620059902
"Jordan Montgomery","Martin Perez",1.20755297977492
"Sean Newcomb","Martin Perez",1.24292644964601
"Ariel Miranda","Martin Perez",1.15445623324373
"Jason Vargas","Martin Perez",1.57717210114949
"Ty Blach","Martin Perez",0.955784162449036
"Alex Wood","Martin Perez",0.708600991853588
"Hector Santiago","Martin Perez",1.0805235953868
"CC Sabathia","Adam Conley",1.32521940270674
"Cole Hamels","Adam Conley",0.887773681299463
"Francisco Liriano","Adam Conley",0.894125219504137
"Rich Hill","Adam Conley",2.44321713050604
"Jaime Garcia","Adam Conley",1.14427664767788
"Jon Lester","Adam Conley",1.25179600201209
"Clayton Richard","Adam Conley",1.12919557874726
"David Price","Adam Conley",1.00456803572253
"J. A. Happ","Adam Conley",0.906078173023044
"Gio Gonzalez","Adam Conley",1.26476289145409
"Travis Wood","Adam Conley",1.46438440953605
"Clayton Kershaw","Adam Conley",2.14580721603169
"Wade Miley","Adam Conley",1.18389322513852
"Jose Quintana","Adam Conley",1.55774114482289
"Derek Holland","Adam Conley",1.12817759007623
"Madison Bumgarner","Adam Conley",1.2501326992145
"Danny Duffy","Adam Conley",1.25547930327909
"Matt Moore","Adam Conley",0.743140001764311
"Drew Pomeranz","Adam Conley",2.1659292971031
"Chris Sale","Adam Conley",1.49770983657655
"Martin Perez","Adam Conley",0.896258548052542
"Adam Conley","Adam Conley",0
"Mike Montgomery","Adam Conley",1.24548616433086
"Hyun-Jin Ryu","Adam Conley",1.29563494080524
"Matt Boyd","Adam Conley",0.981652720058646
"Patrick Corbin","Adam Conley",1.30871934437926
"Steven Matz","Adam Conley",1.16808924476232
"James Paxton","Adam Conley",1.67688308874266
"Dallas Keuchel","Adam Conley",1.31172281272576
"Robbie Ray","Adam Conley",1.49610668720248
"Eduardo Rodriguez","Adam Conley",0.797433867737715
"Daniel Norris","Adam Conley",1.40556882321895
"Blake Snell","Adam Conley",1.51160203615032
"Adalberto Mejia","Adam Conley",0.841136721754412
"Carlos Rodon","Adam Conley",1.12873479743095
"Kyle Freeland","Adam Conley",0.927582046697827
"Sean Manaea","Adam Conley",0.90830278284125
"Jordan Montgomery","Adam Conley",1.28966582590064
"Sean Newcomb","Adam Conley",1.62444071702807
"Ariel Miranda","Adam Conley",0.849117895822422
"Jason Vargas","Adam Conley",1.49171564717144
"Ty Blach","Adam Conley",0.571708055814247
"Alex Wood","Adam Conley",0.775381365512879
"Hector Santiago","Adam Conley",0.874066516660922
"CC Sabathia","Mike Montgomery",1.00156183622031
"Cole Hamels","Mike Montgomery",0.865546170946774
"Francisco Liriano","Mike Montgomery",0.881101937073663
"Rich Hill","Mike Montgomery",1.75224170059747
"Jaime Garcia","Mike Montgomery",0.925095584806131
"Jon Lester","Mike Montgomery",0.966183159153373
"Clayton Richard","Mike Montgomery",1.1701634107811
"David Price","Mike Montgomery",0.962963460270612
"J. A. Happ","Mike Montgomery",1.21811652678062
"Gio Gonzalez","Mike Montgomery",0.801446178879299
"Travis Wood","Mike Montgomery",1.58228005351896
"Clayton Kershaw","Mike Montgomery",1.71993614600549
"Wade Miley","Mike Montgomery",1.03431622124864
"Jose Quintana","Mike Montgomery",0.967089098489814
"Derek Holland","Mike Montgomery",0.862765913111458
"Madison Bumgarner","Mike Montgomery",1.01250053594703
"Danny Duffy","Mike Montgomery",1.11299720679549
"Matt Moore","Mike Montgomery",0.954193169143255
"Drew Pomeranz","Mike Montgomery",1.36747082360544
"Chris Sale","Mike Montgomery",0.892961272494413
"Martin Perez","Mike Montgomery",0.906208013484349
"Adam Conley","Mike Montgomery",1.24548616433086
"Mike Montgomery","Mike Montgomery",0
"Hyun-Jin Ryu","Mike Montgomery",1.05262886826746
"Matt Boyd","Mike Montgomery",0.89856791167847
"Patrick Corbin","Mike Montgomery",0.759279084613279
"Steven Matz","Mike Montgomery",0.457189530932795
"James Paxton","Mike Montgomery",1.06093639027299
"Dallas Keuchel","Mike Montgomery",0.957508296493971
"Robbie Ray","Mike Montgomery",1.0523834957901
"Eduardo Rodriguez","Mike Montgomery",1.26592127009206
"Daniel Norris","Mike Montgomery",1.01446895719952
"Blake Snell","Mike Montgomery",1.4375897506592
"Adalberto Mejia","Mike Montgomery",1.13388736831355
"Carlos Rodon","Mike Montgomery",0.958159403055808
"Kyle Freeland","Mike Montgomery",1.08049175198618
"Sean Manaea","Mike Montgomery",1.15524100957515
"Jordan Montgomery","Mike Montgomery",1.06441544907935
"Sean Newcomb","Mike Montgomery",0.856865012329371
"Ariel Miranda","Mike Montgomery",1.40496216150069
"Jason Vargas","Mike Montgomery",1.40205772656916
"Ty Blach","Mike Montgomery",1.24317314425734
"Alex Wood","Mike Montgomery",0.96931668061488
"Hector Santiago","Mike Montgomery",1.49202632885446
"CC Sabathia","Hyun-Jin Ryu",1.23544956624471
"Cole Hamels","Hyun-Jin Ryu",0.959490878671177
"Francisco Liriano","Hyun-Jin Ryu",1.33995643956311
"Rich Hill","Hyun-Jin Ryu",1.728158312145
"Jaime Garcia","Hyun-Jin Ryu",1.05154732372056
"Jon Lester","Hyun-Jin Ryu",0.962777266127417
"Clayton Richard","Hyun-Jin Ryu",1.63171447591735
"David Price","Hyun-Jin Ryu",1.47040490025145
"J. A. Happ","Hyun-Jin Ryu",1.44451350410686
"Gio Gonzalez","Hyun-Jin Ryu",0.860359073139322
"Travis Wood","Hyun-Jin Ryu",1.4170011433972
"Clayton Kershaw","Hyun-Jin Ryu",1.55622746404751
"Wade Miley","Hyun-Jin Ryu",1.05924292551765
"Jose Quintana","Hyun-Jin Ryu",1.31229944801397
"Derek Holland","Hyun-Jin Ryu",1.05570175019425
"Madison Bumgarner","Hyun-Jin Ryu",1.0512763609671
"Danny Duffy","Hyun-Jin Ryu",1.16026816152829
"Matt Moore","Hyun-Jin Ryu",1.02599832929044
"Drew Pomeranz","Hyun-Jin Ryu",1.68086595921188
"Chris Sale","Hyun-Jin Ryu",1.48805379955212
"Martin Perez","Hyun-Jin Ryu",1.29060245444792
"Adam Conley","Hyun-Jin Ryu",1.29563494080524
"Mike Montgomery","Hyun-Jin Ryu",1.05262886826746
"Hyun-Jin Ryu","Hyun-Jin Ryu",0
"Matt Boyd","Hyun-Jin Ryu",0.804518921539861
"Patrick Corbin","Hyun-Jin Ryu",1.27045455515999
"Steven Matz","Hyun-Jin Ryu",1.23552705497472
"James Paxton","Hyun-Jin Ryu",1.57723422140684
"Dallas Keuchel","Hyun-Jin Ryu",1.06196182246468
"Robbie Ray","Hyun-Jin Ryu",1.40541442104023
"Eduardo Rodriguez","Hyun-Jin Ryu",1.52198821156489
"Daniel Norris","Hyun-Jin Ryu",1.29303766258067
"Blake Snell","Hyun-Jin Ryu",1.48633075222854
"Adalberto Mejia","Hyun-Jin Ryu",1.2142788980334
"Carlos Rodon","Hyun-Jin Ryu",1.38404051508063
"Kyle Freeland","Hyun-Jin Ryu",1.55438371022016
"Sean Manaea","Hyun-Jin Ryu",1.4227903642106
"Jordan Montgomery","Hyun-Jin Ryu",1.05211835407476
"Sean Newcomb","Hyun-Jin Ryu",1.30765476250294
"Ariel Miranda","Hyun-Jin Ryu",1.41766156698045
"Jason Vargas","Hyun-Jin Ryu",0.755845213837778
"Ty Blach","Hyun-Jin Ryu",0.942567623126549
"Alex Wood","Hyun-Jin Ryu",1.22995082847913
"Hector Santiago","Hyun-Jin Ryu",1.16005706996766
"CC Sabathia","Matt Boyd",0.917947437572943
"Cole Hamels","Matt Boyd",0.679000950324917
"Francisco Liriano","Matt Boyd",0.830539666459045
"Rich Hill","Matt Boyd",2.08869593540411
"Jaime Garcia","Matt Boyd",0.855183289214693
"Jon Lester","Matt Boyd",0.952175693886638
"Clayton Richard","Matt Boyd",1.26585971412823
"David Price","Matt Boyd",0.990977078358185
"J. A. Happ","Matt Boyd",1.01977310865237
"Gio Gonzalez","Matt Boyd",0.936984114890257
"Travis Wood","Matt Boyd",1.30645684910881
"Clayton Kershaw","Matt Boyd",1.84363461368161
"Wade Miley","Matt Boyd",1.03555868216058
"Jose Quintana","Matt Boyd",1.07584158839064
"Derek Holland","Matt Boyd",0.851449344122251
"Madison Bumgarner","Matt Boyd",1.0123103195063
"Danny Duffy","Matt Boyd",0.950634043734863
"Matt Moore","Matt Boyd",0.794356954775324
"Drew Pomeranz","Matt Boyd",1.87210445401824
"Chris Sale","Matt Boyd",1.07177388830697
"Martin Perez","Matt Boyd",0.820095530203036
"Adam Conley","Matt Boyd",0.981652720058646
"Mike Montgomery","Matt Boyd",0.89856791167847
"Hyun-Jin Ryu","Matt Boyd",0.804518921539861
"Matt Boyd","Matt Boyd",0
"Patrick Corbin","Matt Boyd",1.01643147486378
"Steven Matz","Matt Boyd",0.878770680692227
"James Paxton","Matt Boyd",1.35619583023559
"Dallas Keuchel","Matt Boyd",0.89721593436309
"Robbie Ray","Matt Boyd",1.29916825956306
"Eduardo Rodriguez","Matt Boyd",1.01283508926256
"Daniel Norris","Matt Boyd",1.13288529045099
"Blake Snell","Matt Boyd",1.33992555267148
"Adalberto Mejia","Matt Boyd",0.833062257071797
"Carlos Rodon","Matt Boyd",0.958047245656116
"Kyle Freeland","Matt Boyd",1.02242858340176
"Sean Manaea","Matt Boyd",1.03696077650119
"Jordan Montgomery","Matt Boyd",1.0612590147807
"Sean Newcomb","Matt Boyd",1.24926063551125
"Ariel Miranda","Matt Boyd",1.1111461061679
"Jason Vargas","Matt Boyd",1.20997594693486
"Ty Blach","Matt Boyd",0.89850453518427
"Alex Wood","Matt Boyd",0.920595951059384
